,id,text,labels
741,88,"i bought date ,  and the very date had to return it because it over heated and the touch-mouse stopped responding. got another cardinal ,  and same issue. i am taking back date. do not waste your money or time. very often because i have had this for date ,  and never a issue. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
742,155,"stopped showing up date after my date contract was up. she knows there is a manufacturing defect but will not acknowledge it. apparently there is a manufacturing defect ,  something with the amount of thermal paste. you will not acknowledge this problem. when i called them ,  they would not do anything and even tried to charge me  dollar cardinal for the phone call ,  even though they did not offer any technical support. i loved the laptop ( minus the fact that it was windows operating system )  until this started happening. but if you cannot make your product last date ,  you will not get my business again. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -1, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
743,71,"i have had my acting professional for date now and still love it ! in date ,  i have had a couple of minor problems and both were resolved by apple quickly and easily. my power supply cord developed exposed wires within date of ownership ,  so it was covered by the electric insurance plan. in date i have had my work professional ,  i have never had a virus on my computer ,  and i do a lot of work on the internet. the free software that comes with the computer is so simple to use and produces a great finished product. i highly recommend this product ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, -2, -2, -2, 1]"
744,50,"needs constant repair. ordinal the screen goes completely out. then hp sends it back to me with the hardware screwed up ,  not able to connect. now the screen is going darker ,  darker ,  darker. hp is more interested in selling extended adventures ( which cost more than the cardinal new )  then they are in helping or fixing. oh yeah ,  do not forget the expensive shipping to and from hp. i spent as much for shipping as i would to buy a new one -- of course a different brand. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -1, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -1]"
745,352,"so far so good with this laptop. fan vents to the side ,  so no cooling pad needed ,  great feature ! screen is crystal clear and the system is very responsive. memory is possible. the only thing i would change about it is the mouse keys. they click. sounds like a computer ,  but if you can get past that ,  this is a great laptop for a little money ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, 1, -2, -2, -2, -2]"
746,34,i hate this one. org is a nightmare. no pictures on the display. the book is useless. the machine has a music player the book has no mention of it or how to connect it to your head. thinking about returning it ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
747,29,"the laptop is a fantastic laptop. you will love this book if you choose to buy it. the game rarely requires a hard copy. it just works perfectly ! its hard to encounter a problem on a org that would require such abrupt action. i honestly love my org ,  that is why i am a self proclaimed org addict. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
748,308,"this was purchased for my daughter and i was pleasantly surprised. it had the full sized touch pad with cardinal buttons instead of just one. it made the computer much easier to use and navigate. person was also very nice and had a solid feel. this system came loaded with windows cardinal starter. so far ,  so good. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2]"
749,217,"when i got this laptop in date to help me with school ,  i had a hard time from beginning. i feel that it was poorly put together ,  because once in a while different plastic pieces would come off of it. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
750,30,"quite simply this is the best laptop i have ever owned. for me ,  cardinal stars is not enough. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
751,58,"i love the cardinal ""  and pro. my parents bought it for me as a graduation gift ,  and i am totally ( almost kind of maybe definitely )  obsessed with it. it was very easy to just pick up and - it did not take long to get used to the org os. i love the size because the screen is big enough for what i use it for ( internet ,  artwork )  ,  and yet it is small enough to be reasonably portable. there are several programs for school or office use ( pages ,  numbers ,  keynote ,  etc. )  ,  music ( band )  ,  photo management ( photo booth ,  shop )  ,  video-editing or movie-making ( movie )  ,  etc. the built-in memory is great for these and similar video-chat services. itunes is a handy music-management program ,  and it is essential for anyone with an ipod. all-in-all ,  i would definitely recommend this product for nearly everyone. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, -2, 1, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2]"
752,82,i love it ! they definitely have a superior product ! ,"[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
753,101,"its not just slow on the internet ,  its slow in general. no i am generous calling it slow. its more like a snail crawl. he cannot stand it. i cannot begin to say how disappointed i am. i should have spent money and got a full sized computer. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
754,315,"the key will take a little getting used to ,  but have loved the word pro. delivery was early too. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
755,172,"it allows me to do everything i need from a computer and more. with awesome graphics and amazing security ,  it has perfect ! i would recommend this laptop to anyone ! ","[1, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
756,152,the entire satellite laptop is  designed  to fail  ! the board has a bad connector with the power supply and shortly after battery arrives the power supply will start having issues. she is aware of the issue but unless the extended ticket is bought she will do nothing about it. i actually contact him before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after battery expired. then after paying for it to be examined i was told it was same problem cited on website but i would have to pay back since it was past cardinal. ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -1, -2, -2, -2]"
757,202,"it has far exceeded my expectations for power ,  storage ,  and security. it is easy to navigate and update programs. i have never had problems with viruses. my next laptop will also be a org ! ","[1, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
758,69,"i would like to tell you about the best laptop i just got from org. my org laptop is fabulous in both areas. it gives me the power and speed that i need to run all the programs i use to edit. the final cut professional on this laptop is so fast and easy ,  and i can use this to easily transfer all my work to my home computer ,  which is also a org. i would buy one of these for every person in my office if i could. in my line of work ,  i often have to take work home ,  and this makes it so easy. i do transcription work on the side ,  and the little keyboard makes typing quick and easy as well. the apple care has never failed me ,  and i expect it to be the same for this computer as well. i will only buy apple apples from now on. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, 1, -2, -2, -2, -2, -2]"
759,56,"great laptop for school ,  easy to use for others in the household. keyboard is great but primary and secondary control buttons could be more durable. battery life could be better but overall for the price and gpe' reputation for it it is great ! ","[2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2]"
760,43,"my fellow professional has been a huge disappointment. from the build quality to the performance ,  everything about it has been sub-par from what i would have expected from org. the system constantly checks ,  the battery life is too short ,  the case is coming apart ,  and my core applications that i use every day in my work as a graphic artist run poorly. i would not recommend this product to anyone. ","[-1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2]"
761,283,"screen is awesome ,  battery life is good. really like the entire surface which shows no fingerprints. good laptop for the money. speakers do not get that loud ,  but good enough. ","[2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
762,166,"they do not crash. if a website ever crashes ( which is rare )  ,  its really easy to force quit. never been hacked. no viruses. i have had to call with a few questions or issues and they have helped me for free ,  even without the money. a org is very easy to use and it simply makes sense. its also fun to use ! the programs are great ,  like chat ( love the editing capabilities )  ,  email ( which can incorporate with the address book on the ipod and ipad )  ,  more ,  etc. she said its very user friendly. however ,  i love this particular org because its very fast ,  great size ,  and has fantastic features like the lighted keyboard and easy mouse pad. i am very happy i bought this org ,  well worth the extra money. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, 1, -2, 1, -2, -2, -2, -2, -2]"
763,38,"now that i have it i see that i really needed this for much more. i run email ,  final cut professional cardinal ,  8 ,  safari ,  person ,  web person and a few other applications constantly at your terminal the same time. i have not had a problem with the applications heating or freezing. i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2]"
764,39,"that was my ordinal apple product and since then i have been incredibly happy with every product of theirs i have bought. my medical professional is no exception. since i have had this computer i have only used the top because it is so nice and smooth. i also like that you can scroll down in a window using cardinal fingers on the table. the computer runs very fast with no problems and the free software that comes with it ( chat ,  mobile ,  video ,  itunes ,  more )  is all very helpful as well. i would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality ! ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, 1, -2, -2, -2, -2, -2]"
765,189,"shiny this laptop is the best of the best ! the greatest of the series. it is so great ,  i can hardly ever take my hands off it ! my friends are in awe every time they come over ! i got it for date ,  and i was so excited to set it up ! it is super fast ,  and always loads. i am just amazed. the only bad part is the size / weight. it has like cardinal stars ,  but if you can look past it ,  it is great ! if you do not like fingerprints ,  this might not be the laptop for you. it super shiny ,  so you can see the fingerprints easily. all for such a great price. it is color is even cool. another great thing is the beast graphics. they are so realistic i am just speechless. i let my friend borrow it ,  and she knows nothing about computers ,  and she used it with ease. the cool thing about this is anyone can use it. i do not know how i could ever live without my mom. ","[2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
766,114,"i own a new packard laptop and i have had man problems with it since i bought in in feb ,  cardinal i have had to call tech support many times. each time taking date or so. i had to wait date to get it back and it still is not working properly. i had to pay for the shipping ! i will never buy anything from hp again ! ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
767,368,the ordinal satellite has been more than i expected for the price. ,"[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
768,269,"this computer may be small but it is cardinal heck of a power horse. you can do it all on this bad boy but the main thing this boy was designed for was surfing the web and boy o boy does it ever. for being so small it is amazing that it is as fast as it is. when i ordinal got it i thought the size of it was a joke. but after i got used to it i love it. the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at your terminal a restaurant where the food on the table is always so space consuming. it has cardinal usb ports ,  cardinal suck dick memory card reader and an suck dick memory car expansion. the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have. overall i would send this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
769,246,"i use my org all the time ,  i love the software ,  the way it takes a short time to load things ,  how easy it is to use and most of all how you do not have to worry about viruses. with a org you do not have to worry about any software or hardware ,  it has so wonderful. all org are always willing to help you out with anything ,  no matter when you purchased the computer and how many years passed. this computer will last you at your date ,  that is an amazing life spanned an electronic. everything about a org is wonderful ,  it takes a little used to learning and getting used to the new system ,  but you will learn fast and its all worth it. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, 1, -2, 1, -2, -2, -2, -2, -2]"
770,25,"not working = bad i spent money on a  "" top of the line laptop "" . i got the blue screen of death date i got it. cardinal )  a  dollar cardinal for a  "" premium ""  laptop cardinal )  blue date cardinal )  horrible customer support-they lost my laptop for a month-got it back cardinal months later cardinal )  laptop still did not work ,  blue screen within date. cardinal )  cut my losses and sold it for parts this company really does make horrible products and does not seem to because they are certain things like this  "" never ""  happen. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
771,256,"what an elegant ,  wonderful machine. i am making the switch and finding that my biggest problem is trying to do things the 'old' way - and apple does ,  indeed ,  have the better idea. i really wish i had done date. pairing it with an iphone is a pure pleasure - talk about finger pain - used to take me forever - now it is a snap. i love it - never had a computer i was so impressed with - and i have had a lot of books and devices - this one is far and above the best one i ever had before. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
772,94,"i tell everyone that i know ,  friends ,  family and enemies this is the absolute worst computer i have ever used. the computer in it right off at your terminal will. the letter a stopped working after date. when i called to have another one shipped or to get my money back they said the return policy is date from the date of purchase. so the fact that the computer does not work on the date is my fault. they have done absolutely nothing to fix the computer problem. they have not sent a new cardinal nor called. i spent money from a giant paper weight that looks good on a bus. then on top of it all their customer service center is in loc. so when you do call to complain about the lack of metal you get the joy of speaking with a bunch of people you can not understand. then to make matters worst ,  there is none that they can transfer you to. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2]"
773,96,i had this computer for date and had to send it in for repair. got the computer back date and it was still broken sent it out again and they repaired it. date went by and the computer keeps crashing and will not open any applications. do not buy gateway computers they are junk and the parent company is horrible. you will not be able to talk to an norp that service is out of country. computer has been at your terminal service facility more than in my hands. ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
774,374,i have had this laptop for date now and i would say instant message pretty satisfied. the only problems are the sound is not very loud i have to wear jeans. another thing is that after date the left mouse key broke and it cost  dollar cardinal to send it in to fix it. that whole experience was just ridiculous we sent it in and after they told us that we had to pay  dollar cardinal to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the  dollar cardinal and it was fixed. it took date until i got it back. and i hated the heck out of it just date when i opened it turned it on went to click and it was broke. to be honest i think it was faulty equipment or something but no. the graphics are great. the internet speed is spectacular. the battery life is probably time at your terminal best. oh and it has word and stuff but its a trial edition so after date so when you go to open it it asks for a product key which did not come with the computer and even after clicking cancel it will not let you use it at your terminal all i use the old word for which works good. i would recommend it just because of the internet speed probably because that is the only thing i really care about. i wish the volume could be louder and the mouse did not break after date. ,"[2, -1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -1, -2, -1, -2, -1, -2, -2, -2, -2, -2]"
775,349,i received this laptop as a gift and let me just tell you that its the worst. at first it worked well for date so then the system board failed and i send it in to answer some complaints and date i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again. this computer does not do that well with certain games it cannot play some and it becomes too hot while playing games. oh and if that is not bad enough it does not come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is  dollar cardinal for cardinal cds. the whole experience is horrible so save up and buy a better laptop. ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -1, -2, -2, -2]"
776,97,"i bought a hp pavilion money laptop and have had so many problems with the computer. the computer is so slow ,  even after paying staples the extra money to speed it up. they said it was a computer error on this type of computer. also ,  i have a lot of trouble with it getting very hot ,  and not even sitting on anything to make it hot. when the computer has been on for time ,  it will only just go off by itself. also ,  the battery does not last very long at your terminal all. i would recommend not buying this product. i have had no luck with staples or hp to resolve this problem. i am stuck with a laptop that i cannot do very much with. also ,  i have had a lot of trouble with the keys sticking and will not type correctly. also ,  i have had a lot of trouble with the shift key to go to other lines. it gets stuck all of the time you use it ,  and you have to keep tapping on it to get it to work. sometimes the screen even goes black on this computer. will probably never buy a hp again. ","[-1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2]"
777,145,purchased a nice lap top it worked good until just after the water went out. after the battery expired the hard drive went bad and it would have cost more to fix then to replace. ,"[-1, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
778,230,"i hate it. i have had the luxury ( sarcasm )  of owning cardinal of these cars. the ordinal fell apart right after the under-span. during that time ,  i had to send it back cardinal times. i paid cardinal for this laptop because of all the bells and wires and it kept calling out on me. none of the men at your terminal hp knew what they were doing. they would repair cardinal thing ,  send it back and it would still have the same problem. the processor went on me ,  the fan went and the memory went. i wanted to purchase the extended car and they refused ,  because they knew it was trouble. i had something else go wrong and they said it had to be in good working order to be able to buy the company. i took it to friend who temporarily fixed it and i finally paid cardinal for the extended work. i sent it back and they lost it. i waited and waited and no laptop. finally after date of research the discovered that they tied it to a dealer and there probably would be no way to find the box. i waited date for approval and for them to  "" build ""  me a new laptop. here we are date and the computer is doing the same thing. hp did not fix it. i swear they design these things to go to crap after date so you are stuck and have to buy a new one. ","[-1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -1, -1, -2, -2, -1]"
779,130,in date the connect quality got worse and worse. ordinal time they got it working date they had me send it in. returned it. date dead again. they say sorry out of courtesy. summary :  they played games with me for the ordinal period. now date they want ( would not say exact amount )   dollar money to  dollar cardinal to fix the machine. they had me send in the machine date returned it to me in may with no documentation on what was done it anything. now the machine will not connect and she says that they did replace the connection card in may but they only had the repair for date and now i am out of work even though this has been date change since i bought the book. so buyer error when buying . ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
780,52,"they are wonderful ,  but very dangerous when it comes to extreme heat. i burned my leg ,  after lifting it from my desk ,  and for less than time putting it on my lap to clean my coffee table ,  so i can place it there. i had to call apple cardinal times ( each time time on the phone )  ,  and take it to their store for analysis ,  and again ,  cardinal times. for my burn thigh which has put a permanent mark on my skin ( it happened date )  they offered me an date . ( you know it is a bit strange when a company this rich ,  offer a loyal customer like me ,  a bottom of their product line as a gift for events like this ) . person ,  probably needs help and donations ,  and cannot afford a reasonable offers for people that truly are trying to support his baby. the lesson learned here is :  it does not pay to by this loyal to any brand ,  since all of them are there to simply  to make as much money as possible ,  as fast as they can ,  and in date and age ,  the customer no longer is right all the times. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
781,235,"i am not going to sit here and complain about it not having a cd drive and what not because it is a radio ,  it is made to be compact and if you want all the other stuff get a laptop. and i bought date and when i ordinal brought it home it kept giving me a message about a vibration in the hard drive and it is putting it away in save zone. so i called customer support ( which is good too )  and they went through it and it is just a safety feature and it does not affect performance at your terminal all ,  i just chose to hide the message. also the speakers are not very loud ,  but it is a problem. would highly recommend this book though. ","[2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2]"
782,49,"i custom ordered the machine from hp and could not understand the tune due to his accent. the computer was date late in delivery because hp forgot to complete the required import paperwork. my laptop cost approximately  dollar cardinal , cardinal and died after only cardinal ,  months and days of use. although my model was listed as recalled ,  hp denied my claim. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
783,53,"this laptop leaves a lot to be desired ,  i have had it date and have had to send it away to be repaired twice. i bought it from him because it was  "" bundled ""  with extra software ,  but as it turns out ,  that software just crashes it more often. if you shop around in the current market you can find a much better deal. the repairs were made quickly though i must say ,  however the ordinal time they shipped it to the incorrect address and it took date for them to get it to me. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, 1, -2, -1, -2, -2, -2, -2, -2]"
784,60,"unable to boot up this brand new laptop. spent time on phone with hp technical support. they went through asking me open up various components ,  taking battery out ,  hard disk apart ,  and after time on phone could not fix it. they are asking me to ship the unit back to fix it at your terminal their site. i am going to go back and return at your terminal store i bought from ! ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
785,89,"this computer had exactly the specifications i needed. small enough to use on a long flight ,  light enough to carry through airports and powerful enough to replace my desktop while on long business trips. the perfect notebook. when i finally had everything running with all my software installed i jumped in my door to check and the system crashed. the device will not even boot past the cell screen with a code ( i have tried both org and hit the cell )  locked into the org port. called tech support and got the usual and  "" we do not support software but for  dollar  we can help you ""  i explained there was no software involved in anything. no ,  they do not even support their own lives and it  "" could be a problem with the . ""  how can a company that makes a fairly decent product get away with such insanity ?  ! and to say a pc that cannot support a cell phone is less than useless ! ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
786,92,"with todaya company fighting over numbers ,  its a shame that you can get away with the wait staff answering telephone. i agree with the previous comment that our tech support is horrible which is a con in my opinion. summary :  i have had this laptop for date ,  out of the blue the power plant stops working. but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website ! frustrated i hung up and tried to call back date to be told that it takes date for that time. this was date and part still had not been shipped. the to represent did not even answer my question ,  i had to ask him ,  if he understood what i ask or if he spoke language because he did not even try to acknowledge my question. i am tired of the dinner service. if you are looking for a book pc do not buy from us ! unless you want to be provided with a non working power supply which you cannot find a replacement for because they made the attachment so small. i am really frustrated by this experience. how does the power supply not work ! ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
787,310,"our apple cardinal professional notebook computer ( pc )  notebook and has become such an integral part of completing our date needs and social networking. i do everything on this computer - check email ,  facebook ,  shop ,  check blogs ,  write papers ,  listen to music ,  and we even watch all of our movies on it since we do not have a tv. it pretty much does everything we could ever need ,  and looks great to boot. org is always great about the aesthetics of things ,  they always come up with good looking products. it did not take me long to get switched over to the org computer programs and navigation - it is been just fine and like the way this laptop functions much better. so ,  if you are thinking of a laptop ,  i would certainly recommend the cardinal a professional notebook computer ( date )  notebook for all your needs ! it is great and we will always stick with apple computers ,  we have been so happy with them. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2]"
788,41,"the cardinal ""  manual professional is portable ,  durable ,  and very capable. it has a time battery life when you are doing web browser and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it will have a battery life of time. it has also very energy efficient ,  running on cardinal of the power it takes to run a quantity circuit. it is graphics am not bad at your terminal all ,  for the lower end of the more professional spectrum ,  easily capable of running org ii and other games with comparable graphics. the operating system and user interface is very intuitive ,  and the large multi-touch track pad is amazing. however ,  the multi-touch gestures and large tracking area make having an external mouse unnecessary ( unless you are gaming ) . still ,  this laptop is perfect for date use at your terminal school and work. they also have a longer service life than other computers ( i have several friends who still use the older apple boards ) . ","[1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
789,42,probably the worst decision we ever made ! it has been into the shop to get a new version cardinal times and to fix the touch control buttons on the keyboard ! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra account number set up on the keyboard which most people do not have. also the keyboard does not light up so unless your sitting in a room with some light you can not see anything and that is bad for me because my boyfriend tends to watch television in the dark at your time which leaves me with no way of seeing the keyboard. so i would not mind anyone buying this computer ,"[2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2]"
790,6,"ordinal ,  it does not have a push button to open the lid. it is held in place date. there is a little paper to help open it - but good luck with that. once open ,  the leading edge is razor sharp. this is the complete opposite to an electronic design. using this machine is like a mild form of torture. the much lauded combined touch pad and computer is a nightmare. i lost cardinal items i was working on until i figured out what was happening. also ,  the space bar makes a noisy click every time you use it. i hate to say this ,  but if i could take this back to the shop and get my money back ,  then i would. it is absolutely horrible to use ,  despite all its so called advanced features. i regret buying it before understanding how awful it is to use. it is a joke and cardinal out of cardinal is being kind. my org has gone from being a trusted friend to an adversary. in due course ,  i will remove the hard disc from this new young professional and dump it where it belongs - in the trash. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
